,Fallacinol,[H][O-]c1cc(CO)cc2C(=O)c3cc(OC)cc([O-][H])c3C(=O)c12
,Aloe-emodin-8-monoglucoside,[H][O-]c1cc(CO)cc2C(=O)c3cccc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3C(=O)c12
,Pinocembrin,[H][O-]c1cc(CO)cc2O[C@@H](CC(=O)c12)c1ccccc1
,Sennoside E,[H][O-]c1cc(CO)cc2[C@H]([C@H]3c4cccc(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)c4C(=O)c4c([O-][H])cc(cc34)C(O)=O)c3cccc(O[C@@H]4O[C@H](COC(=O)C(O)=O)[C@@H](O)[C@H](O)[C@H]4O)c3C(=O)c12
,Sennoside C,[H][O-]c1cc(CO)cc2[C@H]([C@H]3c4cccc(O[C@@H]5O[C@H](CO)[C@H](O)[C@@H](O)[C@H]5O)c4C(=O)c4c([O-][H])cc(cc34)C(O)=O)c3cccc(O[C@H]4O[C@H](CO)[C@H](O)[C@@H](O)[C@H]4O)c3C(=O)c12
,"3,4-Dihydroxybenzyl alcohol-4-glucoside",[H][O-]c1cc(CO)ccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
,"7,8-Dihydroxy-isobutyryl-thymol",[H][O-]c1cc(CO)ccc1[C@](C)(O)COC(=O)C(C)C
,7-acetoxy-8-hydroxy-9-isobutyryloxythymol,[H][O-]c1cc(COC(C)=O)ccc1[C@](C)(O)COC(=O)C(C)C
,"5,7-dihydroxy-3-(3-hydroxy-4-methoxybenzyl)-6-methoxychroman-4-one",[H][O-]c1cc(C[C@H]2COc3cc([O-][H])c(OC)c([O-][H])c3C2=O)ccc1OC
,denudaquinol,[H][O-]c1cc(C\C=C(/C)CCC=C(C)C)c([O-][H])c(CC(=O)OC)c1
,Palaudine,[H][O-]c1cc(Cc2nccc3cc(OC)c(OC)cc23)ccc1OC
,Methyl beta-orcinol caroxylate,[H][O-]c1cc(OC)c(C(=O)OC)c([O-][H])c1C
,"2,4-Dihydroxy-6-methoxy-3-methylacetophenone",[H][O-]c1cc(OC)c(C(C)=O)c([O-][H])c1C
,"(2s)-5-hydroxy-7,8-dimethoxyflavanone",[H][O-]c1cc(OC)c(OC)c2O[C@@H](CC(=O)c12)c1ccccc1
,"leonuriside,a",[H][O-]c1cc(OC)c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(OC)c1
,Dicinomenine,[H][O-]c1cc(OC)c(c2C[C@H]3[C@@H]4C=C(OC)C(=O)C[C@@]4(CCN3C)c12)-c1c(OC)cc([O-][H])c2c1C[C@H]1[C@@H]3C=C(OC)C(=O)C[C@@]23CCN1C
,stemanthreneD,[H][O-]c1cc(OC)c-2c(CCc3c(OC)c([O-][H])ccc-23)c1C
,"7,30-dihydroxy-5,40,50-trimethoxyisoflavone",[H][O-]c1cc(OC)c2C(=O)[C@H](COc2c1)c1cc([O-][H])c(OC)c(OC)c1
,"shanciol,d",[H][O-]c1cc(OC)c2CCc3c(ccc4OC[C@H]([C@H](O)c34)c3cc(OC)c([O-][H])c(OC)c3)-c2c1
,"3,5-dimethylquercetin",[H][O-]c1cc(OC)c2c(c1)oc(-c1ccc([O-][H])c([O-][H])c1)c(OC)c2=O
,"2-hydroxy-4,7-dimethoxyphenanthrene",[H][O-]c1cc(OC)c2c(ccc3cc(OC)ccc23)c1
,7-phenanthrenediol,[H][O-]c1cc(OC)c2c(ccc3cc([O-][H])c(OC)cc23)c1
,Sparassol,[H][O-]c1cc(OC)cc(C)c1C(=O)OC
,stilbostemin V,[H][O-]c1cc(OC)cc(CCc2cc(OC)ccc2OC)c1C
,stilbostemin U,[H][O-]c1cc(OC)cc(CCc2ccc(OC)cc2OC)c1C
,(+)-catechin-6-c-beta-d-glucopyranoside,[H][O-]c1cc(OC)cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1
,"forsythialan,b",[H][O-]c1cc(OC)cc(c1)[C@H]1OC[C@@H]([C@@H]1CO)C(=O)c1ccc(OC)c(OC)c1
,"forsythialan,a",[H][O-]c1cc(OC)cc(c1)[C@H]1OC[C@@H]([C@@H]1CO)C(=O)c1ccc([O-][H])c(OC)c1
,"(1)-hydroxymethyl-3,6-dimethoxyl-2,8-dihydroxylanthraquinone",[H][O-]c1cc(OC)cc2C(=O)c3cc(OC)c([O-][H])c(CO)c3C(=O)c12
,6-O-beta-D-glucopyranoside,[H][O-]c1cc(OC)cc2C[C@H](CCc3ccc(OC)cc3)OC(=O)c12
,"4,8-dihydroxy-2,7-dimethoxy-xanthone",[H][O-]c1cc(OC)cc2c1oc1ccc(OC)c([O-][H])c1c2=O
,Rubrofusarin,[H][O-]c1cc(OC)cc2cc3oc(C)cc(=O)c3c([O-][H])c12
,complanatuside A,[H][O-]c1cc(OC)cc2oc(-c3ccc(O[C@H]4O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]4O)cc3)c(O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)c(=O)c12
,Izalpinin,[H][O-]c1cc(OC)cc2oc(-c3ccccc3)c([O-][H])c(=O)c12
,"saikochromone,a",[H][O-]c1cc(OC)cc2oc(CO)cc(=O)c12
,7-methoxyacacetin,[H][O-]c1cc(OC)cc2oc(cc(=O)c12)-c1ccc(OC)cc1
,alguds,[H][O-]c1cc(OC)cc2oc(cc(=O)c12)-c1ccc(O[C@@H]2O[C@H](CO[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)cc1
,"1,6-Dihydroxy-3,5,7-trimethoxyxanthone",[H][O-]c1cc(OC)cc2oc3c(OC)c([O-][H])c(OC)cc3c(=O)c12
,"polygalaxanthones,iv",[H][O-]c1cc(OC)cc2oc3cc(OO[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](C)[C@@H](O)[C@H](O)[C@@H]4O)c(OC)cc3c(=O)c12
,"3,7,8-trimethoxy-1-hydroxy-xanthone",[H][O-]c1cc(OC)cc2oc3ccc(OC)c(OC)c3c(=O)c12
,"1,8-dihydroxy-3,7-dimethoxy-xanthone",[H][O-]c1cc(OC)cc2oc3ccc(OC)c([O-][H])c3c(=O)c12
,Sainfuran,[H][O-]c1cc(OC)ccc1-c1cc2cc([O-][H])c(OC)cc2o1
,Paeonol,[H][O-]c1cc(OC)ccc1C(C)=O
,"5,7-dihydroxy-3-(2-hydroxy-4-methoxybenzyl)-6,8-dimethylchroman-4-one",[H][O-]c1cc(OC)ccc1C[C@H]1COc2c(C)c([O-][H])c(C)c([O-][H])c2C1=O
,trans-o-hydroxy-p-methoxycinnamic acid,[H][O-]c1cc(OC)ccc1\C=C\C(O)=O
,"kosamol,r",[H][O-]c1cc(OCC)c2C(=O)C[C@@H](Oc2c1CC[C@@H](CC=C(C)C)C(C)=C)c1ccccc1[O-][H]
,"6-hydroxymusizin,8-o-beta-d-glucoside",[H][O-]c1cc(OCC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O)c2c([O-][H])c(C(C)=O)c(C)cc2c1
,emodin-8-beta-dglucoside,[H][O-]c1cc(OOC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O)c2C(=O)c3c([O-][H])cc(C)cc3C(=O)c2c1
,Cyanidin-3-sophoroside-5-glucoside,[H][O-]c1cc(O[C@@H]2C[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2cc(OO[C@@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)c(oc2c1)-c1ccc([O-][H])c([O-][H])c1
,"acacetin-7-o-alpha-l-rhamnopyranosyl,(1-6)-bata-d-glucopyranoside",[H][O-]c1cc(O[C@@H]2O[C@@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@@H](O)[C@@H]2O)cc2oc(cc(=O)c12)-c1ccc(OC)cc1
,acacetin-7-o-beta-d-glucuronopyranoside,[H][O-]c1cc(O[C@@H]2O[C@@H]([C@@H](O)[C@@H](O)[C@H]2O)C(O)=O)cc2oc(cc(=O)c12)-c1ccc(OC)cc1
,Acacetin-7-glucurono-(1-2)-glucuronide,[H][O-]c1cc(O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)C(O)=O)cc2oc(cc(=O)c12)-c1ccc(OC)cc1
,Icariin,[H][O-]c1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(CC=C(C)C)c2oc(-c3ccc(OC)cc3)c(O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)c(=O)c12
,icariside I,[H][O-]c1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(CC=C(C)C)c2oc(c([O-][H])c(=O)c12)-c1ccc(OC)cc1
,"1,3-Dihydroxy-4,5-dimethoxyxanthone-3-O-beta-D-glucopyranoside",[H][O-]c1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(OC)c2oc3c(OC)cccc3c(=O)c12
,"1,3-Dihydroxy-6,7-dimethylxanthone-1-O-beta-D-glucoside",[H][O-]c1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2c(c1)oc1cc(C)c(C)cc1c2=O
,4'-O-Methyl piceid,[H][O-]c1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(\C=C\c2ccc(OC)cc2)c1
,"mullberroside,a",[H][O-]c1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(\C=C\c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2[O-][H])c1
,tricin-7-O-beta-D-glucopyranoside,[H][O-]c1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2occ(-c3cc(OC)c([O-][H])c(OC)c3)c(=O)c12
,"5,7-dihydroxychromone-7-O-beta-D-glucopyranoside",[H][O-]c1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2occc(=O)c12
,"4H-1-benzopyran-4-one,7-[[2-O-(6-deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranosyl]oxy]-5-hydroxy",[H][O-]c1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)cc2occc(=O)c12
,Baohuoside VI,[H][O-]c1cc(O[C@@]2(C)O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)c(CC=C(C)C)c2oc(-c3ccc(OC)cc3)c(O[C@@H]3O[C@@H](C)[C@H](O[C@@]4(C)O[C@H](C)[C@H](O)[C@@H](O)[C@@H]4O)[C@H](O)[C@H]3O)c(=O)c12
,Cyanidin-3-rutinoside-5-glucoside,[H][O-]c1cc(O[C@H]2C[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)c2cc(O[C@H]3O[C@@H](CO[C@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]4O)[C@H](O)[C@@H](O)[C@@H]3O)c(oc2c1)-c1ccc([O-][H])c([O-][H])c1
,anhydroicaritin,[H][O-]c1cc(O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)c(CC=C(C)C)c2oc(-c3ccc(OC)cc3)c(O[C@H]3O[C@@H](C)[C@H](OC(C)=O)[C@@H](CO[C@H]4O[C@@H](COC(C)=O)[C@H](O)[C@@H](O)[C@]4(C)O)[C@@H]3O)c(=O)c12
,Cyanin,[H][O-]c1cc(O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)c2cc(O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)c(oc2c1)-c1ccc([O-][H])c([O-][H])c1
,sissotrin,[H][O-]c1cc(O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)cc2occ(-c3ccc(OC)cc3)c(=O)c12
,Naringenin-4'-glucoside-7-neohesperidoside,[H][O-]c1cc(O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O[C@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]2O)cc2O[C@@H](CC(=O)c12)c1ccc(O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)cc1
,Hexandraside D,[H][O-]c1cc(O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]2O)c(CC=C(C)C)c2oc(-c3ccc(OC)cc3)c(O[C@@H]3O[C@H](C)[C@@H](O)[C@@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@H](O)[C@H]4O)[C@H]3O)c(=O)c12
,Agastachin,[H][O-]c1cc(O[C@H]2O[C@@H](COC(=O)CC(=O)OC[C@H]3O[C@@H](Oc4cc([O-][H])c5c(c4)oc(cc5=O)-c4ccc(OC)cc4)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)cc2oc(cc(=O)c12)-c1ccc(OC)cc1
,Agastachoside,[H][O-]c1cc(O[C@H]2O[C@@H](COC(C)=O)[C@H](O)[C@@H](O)[C@@H]2O)cc2oc(cc(=O)c12)-c1ccc(OC)cc1
,Naringenin-4'-glucoside-7-rutinoside,[H][O-]c1cc(O[C@H]2O[C@@H](CO[C@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)cc2O[C@@H](CC(=O)c12)c1ccc(O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)cc1
,Acaciin,[H][O-]c1cc(O[C@H]2O[C@@H](CO[C@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)cc2oc(cc(=O)c12)-c1ccc(OC)cc1
,Neobudofficide,[H][O-]c1cc(O[C@H]2O[C@@H](CO[C@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O[C@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]2O)cc2oc(cc(=O)c12)-c1ccc(OC)cc1
,"1,3-Dihydroxy-4,5-dimethoxyxanthone-1-O-beta-D-glucopyranoside",[H][O-]c1cc(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2c(oc3c(OC)cccc3c2=O)c1OC
,"Cyanidin 3,5-di-O-glycoside",[H][O-]c1cc(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2cc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(oc2c1)-c1ccc([O-][H])c([O-][H])c1
,"5,7-dihydroxy-2-propylchro-mone 7-O-beta-D-glucopyranoside",[H][O-]c1cc(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2oc(CCC)cc(=O)c12
,Kaempferol 7-O-bata-D-galactopyranoside,[H][O-]c1cc(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2oc(O)c(O)c(=O)c12
,tricin 7-O-beta-D-glucopyranoside,[H][O-]c1cc(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2oc(cc(=O)c12)-c1cc(OC)c([O-][H])c(OC)c1
,chrysoeirol-7-o-neohesperidoside,[H][O-]c1cc(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@@H]2O)cc2oc(cc(=O)c12)-c1cc(OC)c([O-][H])c(OC)c1
,curculigine D,[H][O-]c1cc(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)c(Cl)c(C)c1Cl
,melianoninol,[H][O-]c1cc([C@@H]2Oc3ccc(OC)cc3[C@@H]2CO)c(OC)cc1\C=C\C=O
,stilbostemin Q,[H][O-]c1cc([O-][H])c(C)c(CCc2cc(OC)ccc2OC)c1
,stilbostemin Y,[H][O-]c1cc([O-][H])c(C)c(CCc2cc(OC)ccc2OC)c1C
,stilbostemin P,[H][O-]c1cc([O-][H])c(C)c(CCc2ccc(OC)cc2OC)c1
,stilbostemin X,[H][O-]c1cc([O-][H])c(C)c(CCc2ccc(OC)cc2OC)c1C
,stilbostemin W,[H][O-]c1cc([O-][H])c(C)c(CCc2ccccc2OC)c1C
,Areapillin,[H][O-]c1cc([O-][H])c(cc1OC)-c1cc(=O)c2c([O-][H])c(OC)c(OC)cc2o1
,"kuwanon,e",[H][O-]c1cc([O-][H])c2C(=O)C[C@@H](Oc2c1)c1cc(C\C=C(/C)CCC=C(C)C)c([O-][H])cc1[O-][H]
,Eriodictyol,[H][O-]c1cc([O-][H])c2C(=O)C[C@@H](Oc2c1)c1ccc([O-][H])c([O-][H])c1
,Kushenol A,[H][O-]c1cc([O-][H])c2C(=O)C[C@@H](Oc2c1C[C@H](CC=C(C)C)C(C)=C)c1ccccc1[O-][H]
,Abyssinone B982V,[H][O-]c1cc([O-][H])c2C(=O)C[C@H](Oc2c1)c1cc(CC=C(C)C)c([O-][H])c(CC=C(C)C)c1
,Silandrin,[H][O-]c1cc([O-][H])c2C(=O)C[C@H](Oc2c1)c1ccc2O[C@@H]([C@@H](CO)Oc2c1)c1ccc([O-][H])c(OC)c1
,"kushenol,a",[H][O-]c1cc([O-][H])c2C(=O)C[C@H](Oc2c1C[C@@H](CC=C(C)C)C(C)=C)c1ccccc1[O-][H]
,Agrimonolide,[H][O-]c1cc([O-][H])c2C(=O)O[C@@H](CCc3ccc(OC)cc3)Cc2c1
,3-O-methyl dihydroquercetin,[H][O-]c1cc([O-][H])c2C(=O)[C@@H](O)[C@@H](Oc2c1)c1ccc([O-][H])c(OC)c1
,Dihydroquercetin,[H][O-]c1cc([O-][H])c2C(=O)[C@@H](O)[C@@H](Oc2c1)c1ccc([O-][H])c([O-][H])c1
,flavonoids,[H][O-]c1cc([O-][H])c2C(=O)[C@@H](O)[C@@H](Oc2c1)c1ccc2O[C@@H](CO)[C@H](Oc2c1)c1ccc([O-][H])c(OC)c1
,"Aromadendrin-5,7-dimethyl ether",[H][O-]c1cc([O-][H])c2C(=O)[C@@H](O)[C@@H](Oc2c1)c1ccccc1
,"3,3'-Dimethylquercetin",[H][O-]c1cc([O-][H])c2C(=O)[C@@H](OC)[C@@H](Oc2c1)c1ccc([O-][H])c(OC)c1
,taxifolin-3-o-alpha-l-rhamnoside,[H][O-]c1cc([O-][H])c2C(=O)[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](Oc2c1)c1ccc([O-][H])c([O-][H])c1
,"4-o-methyl,myricetin,3-o-(6-o-alpha-l-rhamnopyranosyl)-beta-d-glucopyranoside",[H][O-]c1cc([O-][H])c2C(=O)[C@@H](O[C@@H]3O[C@H](C[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](Oc2c1)c1cc([O-][H])c([O-][H])c([O-][H])c1
,2-O-Rhamnosyli cariside II,[H][O-]c1cc([O-][H])c2C(=O)[C@@H](O[C@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@@H]3O[C@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](Oc2c1CC=C(C)C)c1ccc(OC)cc1
,"bolusanthol,b",[H][O-]c1cc([O-][H])c2C(=O)[C@H](COc2c1)c1cc([O-][H])c([O-][H])c(CC=C(C)C)c1
,Sophoraisoflavanone A,[H][O-]c1cc([O-][H])c2C(=O)[C@H](COc2c1)c1ccc([O-][H])c(CC=C(C)C)c1OC
,"sophoraisoflavanone,a",[H][O-]c1cc([O-][H])c2C(=O)[C@H](COc2c1)c1ccc([O-][H])c(C\C(C)=C\CC)c1OCC
,Silydianin,[H][O-]c1cc([O-][H])c2C(=O)[C@H](O)[C@H](Oc2c1)C1=C[C@@H]2C(=O)[C@]3(O)OC[C@@H]4[C@@H](c5ccc([O-][H])c(OC)c5)[C@]12[C@H]34
,Ampelopsin,[H][O-]c1cc([O-][H])c2C(=O)[C@H](O)[C@H](Oc2c1)c1cc([O-][H])c([O-][H])c([O-][H])c1
,Silychristin,[H][O-]c1cc([O-][H])c2C(=O)[C@H](O)[C@H](Oc2c1)c1cc2[C@@H](CO)[C@@H](Oc2c([O-][H])c1)c1ccc([O-][H])c(OC)c1
,Silybin,[H][O-]c1cc([O-][H])c2C(=O)[C@H](O)[C@H](Oc2c1)c1ccc2O[C@H](CO)[C@H](Oc2c1)c1ccc([O-][H])c(OC)c1
,Glepidotin B,[H][O-]c1cc([O-][H])c2C(=O)[C@H](O)[C@H](Oc2c1CC=C(C)C)c1ccccc1
,astilbin,[H][O-]c1cc([O-][H])c2C(=O)[C@H](O[C@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]3O)[C@@H](Oc2c1)c1ccc([O-][H])c([O-][H])c1
,korepimedoside A,[H][O-]c1cc([O-][H])c2C(=O)[C@H](O[C@H]3O[C@@H](C)[C@H](OC(C)=O)[C@@H](O[C@H]4O[C@@H](OC(C)=O)[C@H](O)[C@@H](O)[C@@H]4O)[C@@H]3O)[C@@H](Oc2c1CC=C(C)C)c1ccc(OC)cc1
,"anthraglycoside,b",[H][O-]c1cc([O-][H])c2C(=O)c3c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(C)cc3C(=O)c2c1
,10-Deactyltyunnanaxane,[H][O-]c1cc([O-][H])c2C(=O)c3c([O-][H])c(C(O)=O)c(C)cc3C(=O)c2c1[O-][H]
,"emodin,(3-methyl-1,6,8-trihydroxyanthraquinone)",[H][O-]c1cc([O-][H])c2C(=O)c3c([O-][H])cc(C)cc3C(=O)c2c1
,Palmidin C,[H][O-]c1cc([O-][H])c2C(=O)c3c([O-][H])cc(C)cc3[C@H]([C@H]3c4cccc([O-][H])c4C(=O)c4c([O-][H])cc(C)cc34)c2c1
,L-Epigallocatechin,[H][O-]c1cc([O-][H])c2C[C@@H](O)[C@H](Oc2c1)c1cc([O-][H])c([O-][H])c([O-][H])c1
,(-)-Epicatechin,[H][O-]c1cc([O-][H])c2C[C@@H](O)[C@H](Oc2c1)c1ccc([O-][H])c([O-][H])c1
,Epigallocatechin 3-gallate,[H][O-]c1cc([O-][H])c2C[C@@H](OC(=O)c3cc([O-][H])c([O-][H])c([O-][H])c3)[C@H](Oc2c1)c1cc([O-][H])c([O-][H])c([O-][H])c1
,(-)-Epicatechin-3-O-gallate,[H][O-]c1cc([O-][H])c2C[C@@H](OC(=O)c3cc([O-][H])c([O-][H])c([O-][H])c3)[C@H](Oc2c1)c1ccc([O-][H])c([O-][H])c1
,catechin-3-O-rhamnopyranoside,[H][O-]c1cc([O-][H])c2C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](Oc2c1)c1ccc([O-][H])c([O-][H])c1
,gallocatechin,[H][O-]c1cc([O-][H])c2C[C@H](O)[C@H](Oc2c1)c1cc([O-][H])c([O-][H])c([O-][H])c1
,"(-)-epicatechin,,gallate",[H][O-]c1cc([O-][H])c2C[C@H](OC(=O)c3cc([O-][H])c([O-][H])c([O-][H])c3)[C@@H](Oc2c1)c1ccc([O-][H])c([O-][H])c1
,catechin-3-O-gallate,[H][O-]c1cc([O-][H])c2C[C@H](OC(=O)c3cc([O-][H])c([O-][H])c([O-][H])c3)[C@H](Oc2c1)c1ccc([O-][H])c([O-][H])c1
,"11-Dihydro-dibenz[b,f]oxepin-2,4-diol",[H][O-]c1cc([O-][H])c2Oc3ccccc3CCc2c1
,"procyanidin,b",[H][O-]c1cc([O-][H])c2[C@@H]([C@@H](O)[C@@H](Oc2c1)c1ccc([O-][H])c([O-][H])c1)c1c([O-][H])cc([O-][H])c2C[C@@H](O)[C@@H](Oc12)c1ccc([O-][H])c([O-][H])c1
,Epigallocatechin-(4bata-8)-epicatechin-3-O-gallate ester,[H][O-]c1cc([O-][H])c2[C@@H]([C@@H](O)[C@H](Oc2c1)c1cc([O-][H])c([O-][H])c([O-][H])c1)c1c([O-][H])cc([O-][H])c2C[C@@H](OC(=O)c3cc([O-][H])c([O-][H])c([O-][H])c3)[C@H](Oc12)c1ccc([O-][H])c([O-][H])c1
,"procyanidin,b-2",[H][O-]c1cc([O-][H])c2[C@@H]([C@@H](O)[C@H](Oc2c1)c1ccc([O-][H])c([O-][H])c1)c1c([O-][H])cc([O-][H])c2C[C@@H](O)[C@H](Oc12)c1ccc([O-][H])c([O-][H])c1
,"procyanidin,b-1",[H][O-]c1cc([O-][H])c2[C@@H]([C@@H](O)[C@H](Oc2c1)c1ccc([O-][H])c([O-][H])c1)c1c([O-][H])cc([O-][H])c2C[C@H](O)[C@H](Oc12)c1ccc([O-][H])c([O-][H])c1
,[Epicatechin-(48)]5-epicatechin,[H][O-]c1cc([O-][H])c2[C@@H]([C@@H](O)[C@H](Oc2c1)c1ccc([O-][H])c([O-][H])c1)c1c([O-][H])cc([O-][H])c2[C@@H]([C@@H](O)[C@H](Oc12)c1ccc([O-][H])c([O-][H])c1)c1c([O-][H])cc([O-][H])c2[C@H]([C@@H](O)[C@H](Cc12)c1ccc([O-][H])c([O-][H])c1)c1c([O-][H])cc([O-][H])c2[C@@H]([C@@H](O)[C@H](Oc12)c1ccc([O-][H])c([O-][H])c1)c1c([O-][H])cc([O-][H])c2[C@@H]([C@@H](O)[C@H](Oc12)c1ccc([O-][H])c([O-][H])c1)c1c([O-][H])cc([O-][H])c2C[C@@H](O)[C@H](Cc12)c1ccc([O-][H])c([O-][H])c1
,"procyanidin,oligomer",[H][O-]c1cc([O-][H])c2[C@@H]([C@H](O)[C@H](Oc2c1)c1ccc([O-][H])c([O-][H])c1)c1c([O-][H])cc([O-][H])c2[C@@H]([C@H](O)[C@H](Oc12)c1ccc([O-][H])c([O-][H])c1)c1c([O-][H])cc([O-][H])c2[C@@H]([C@H](O)[C@H](Oc12)c1ccc([O-][H])c([O-][H])c1)c1c([O-][H])cc([O-][H])c2[C@@H]([C@H](O)[C@H](Oc12)c1ccc([O-][H])c([O-][H])c1)c1c([O-][H])cc([O-][H])c2[C@@H]([C@H](O)[C@H](Oc12)c1ccc([O-][H])c([O-][H])c1)c1c([O-][H])cc([O-][H])c2[C@@H]([C@H](O)[C@H](Oc12)c1ccc([O-][H])c([O-][H])c1)c1c([O-][H])cc([O-][H])c2[C@@H]([C@H](O)[C@H](Oc12)c1ccc([O-][H])c([O-][H])c1)c1c([O-][H])cc([O-][H])c2[C@@H]([C@H](O)[C@H](Oc12)c1ccc([O-][H])c([O-][H])c1)c1c([O-][H])cc([O-][H])c2[C@@H]([C@H](O)[C@H](Oc12)c1ccc([O-][H])c([O-][H])c1)c1c([O-][H])cc([O-][H])c2[C@@H]([C@H](O)[C@H](Oc12)c1ccc([O-][H])c([O-][H])c1)c1c([O-][H])cc([O-][H])c2C[C@@H](O)[C@@H](Oc12)c1ccc([O-][H])c([O-][H])c1
